Claim_Number,date_of_loss,Notifier,Loss_code,Loss_description,Notification_period,Inception_to_loss,Location_of_incident,Weather_conditions,Vehicle_mobile,Time_hour,Main_driver,PH_considered_TP_at_fault, Vechile_registration_present , Incident_details_present , Injury_details_present , TP_type_insd_pass_back , TP_type_insd_pass_front , TP_type_driver , TP_type_pass_back , TP_type_pass_front , TP_type_bike , TP_type_cyclist , TP_type_pass_multi , TP_type_pedestrian , TP_type_other , TP_type_nk , TP_injury_whiplash , TP_injury_traumatic , TP_injury_fatality , TP_injury_unclear , TP_injury_nk , TP_region_eastang , TP_region_eastmid , TP_region_london , TP_region_north , TP_region_northw , TP_region_outerldn , TP_region_scotland , TP_region_southe , TP_region_southw , TP_region_wales , TP_region_westmid , TP_region_yorkshire ,Incurred,Capped_Incurred
6730,2014-12-12,Other,LD003,Head on collision,34,66,Main Road,"SNOW,ICE,FOG",n/k,11,Y,N, 1 , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , 2 , 2 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,555.76,555.76
6731,2014-12-12,Other,LD003,Head on collision,0,133,Main Road,NORMAL,N,8,Y,N, 1 , 1 , 1 , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   ,6015.01,6015.01
6732,2014-12-12,Other,LD003,Head on collision,0,236,Minor Road,WET,N,8,Y,N, 1 , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,7145.72,7145.72
6733,2014-12-13,Other,LD003,Head on collision,0,321,Main Road,"SNOW,ICE,FOG",N,9,Y,N, 1 , 1 , 1 , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   ,12177.23,12177.23
6734,2014-12-13,Other,LD003,Head on collision,1,169,Minor Road,NORMAL,N,17,Y,N, 1 , 1 , 1 , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,164.19,164.19
6735,2014-12-13,Other,LD003,Head on collision,2,266,Main Road,"SNOW,ICE,FOG",Y,11,Y,N, 1 , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,5079.69,5079.69
6736,2014-12-13,Other,LD003,Head on collision,0,68,Car Park,NORMAL,Y,15,Y,N, 1 , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,115.46,115.46
6737,2014-12-13,Other,LD003,Head on collision,1,55,Minor Road,"SNOW,ICE,FOG",N,23,Y,N, 1 , 1 , -   , -   , -   , 2 , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , 3 , 2 , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   ,10458.93,10458.93
6738,2014-12-13,Other,LD003,Head on collision,2,143,Main Road,WET,Y,18,Y,N, 1 , 1 , -   , 1 , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , 2 , -   , -   , 1 , 3 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,57.95,57.95
6739,2014-12-13,Other,LD003,Head on collision,0,228,Minor Road,NORMAL,N,8,Y,N, 1 , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,7936.04,7936.04
6740,2014-12-13,Other,LD003,Head on collision,2,227,Minor Road,NORMAL,N,9,Y,N, 1 , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   ,5026.97,5026.97
6741,2014-12-14,Other,LD003,Head on collision,1,146,Car Park,NORMAL,Y,14,Y,N, 1 , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   ,0.00,0.00
6742,2014-12-14,Other,LD003,Head on collision,0,172,Main Road,NORMAL,N,10,Y,N, 1 , 1 , 1 , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,3436.66,3436.66
6743,2014-12-14,Other,LD003,Head on collision,2,242,Minor Road,WET,N,16,Y,N, 1 , 1 , 1 , -   , -   , 1 , -   , 1 , -   , -   , -   , -   , -   , -   , 2 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   ,17702.08,17702.08
6744,2014-12-14,Other,LD003,Head on collision,1,67,Main Road,WET,Y,13,N,N, 1 , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,4872.76,4872.76
6745,2014-12-14,Other,LD003,Head on collision,0,28,Minor Road,NORMAL,N,11,Y,N, 1 , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , 2 , -   , -   , -   , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   ,20102.03,20102.03
6746,2014-12-15,Other,LD003,Head on collision,0,108,Minor Road,NORMAL,Y,8,Y,N, 1 , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   ,214.17,214.17
6747,2014-12-15,Other,LD003,Head on collision,1,265,Main Road,"SNOW,ICE,FOG",N,17,Y,N, 1 , 1 , 1 , -   , -   , 1 , 1 , 1 , -   , -   , -   , -   , -   , -   , 2 , -   , -   , 2 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , 3 , -   , -   , -   ,18476.72,18476.72
6748,2014-12-15,Other,LD003,Head on collision,2,27,Main Road,NORMAL,Y,15,Y,N, 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.00,0.00
6749,2014-12-15,Other,LD003,Head on collision,0,192,Main Road,NORMAL,N,9,Y,N, 1 , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,183.64,183.64
6750,2014-12-15,Other,LD003,Head on collision,0,139,Main Road,NORMAL,Y,17,Y,N, 1 , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,75.67,75.67
6751,2014-12-16,Other,LD003,Head on collision,27,295,Minor Road,NORMAL,Y,16,N,N, 1 , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.00,0.00
6752,2014-12-16,Other,LD003,Head on collision,0,182,Minor Road,"SNOW,ICE,FOG",Y,8,Y,N, 1 , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,1551.64,1551.64
6753,2014-12-16,Other,LD003,Head on collision,0,257,Main Road,NORMAL,Y,9,Y,N, 1 , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,4320.79,4320.79
6754,2014-12-16,Other,LD003,Head on collision,2,92,Main Road,WET,N,19,Y,N, 1 , 1 , 1 , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,165.25,165.25
6755,2014-12-16,Other,LD003,Head on collision,0,45,Minor Road,NORMAL,Y,12,Y,N, 1 , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,13889.65,13889.65
6756,2014-12-16,Other,LD003,Head on collision,0,95,Main Road,NORMAL,Y,14,N,N, 1 , -   , -   , 1 , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , 1 , 1 , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   ,37870.94,37870.94
6757,2014-12-16,Other,LD003,Head on collision,1,99,Minor Road,NORMAL,Y,17,Y,N, 1 , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,3094.29,3094.29
6758,2014-12-16,Other,LD003,Head on collision,0,330,Minor Road,WET,N,7,Y,N, 1 , 1 , 1 , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 ,35805.13,35805.13
6759,2014-12-16,Other,LD003,Head on collision,0,220,Minor Road,NORMAL,Y,13,Y,N, 1 , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.00,0.00
6760,2014-12-16,Other,LD003,Head on collision,0,76,Minor Road,WET,N,16,Y,N, 1 , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 ,31343.11,31343.11
6761,2014-12-16,Other,LD003,Head on collision,1,150,Minor Road,NORMAL,Y,17,Y,N, 1 , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,1281.85,1281.85
6762,2014-12-16,Other,LD003,Head on collision,0,177,Main Road,NORMAL,N,8,Y,N, 1 , 1 , 1 , -   , -   , 2 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 2 , 2 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,308.56,308.56
6763,2014-12-16,Other,LD003,Head on collision,2,63,Minor Road,NORMAL,Y,17,Y,N, 1 , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,1658.27,1658.27
6764,2014-12-17,Other,LD003,Head on collision,0,75,Main Road,NORMAL,Y,16,Y,N, 1 , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,1730.11,1730.11
6765,2014-12-17,Other,LD003,Head on collision,0,210,Main Road,WET,N,6,Y,N, 1 , 1 , 1 , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,156.63,156.63
6766,2014-12-17,Other,LD003,Head on collision,0,127,Minor Road,WET,Y,12,Y,N, 1 , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   ,13242.05,13242.05
6767,2014-12-17,Other,LD003,Head on collision,1,330,Main Road,NORMAL,Y,8,Y,N, 1 , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 ,10040.00,10040.00
6768,2014-12-17,Other,LD003,Head on collision,0,17,Minor Road,N/K,N,6,Y,N, 1 , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   ,28951.58,28951.58
6769,2014-12-17,Other,LD003,Head on collision,0,149,Minor Road,WET,Y,15,Y,N, 1 , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,2423.82,2423.82
6770,2014-12-17,Other,LD003,Head on collision,0,16,Main Road,NORMAL,N,15,Y,N, 1 , 1 , 1 , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , 1 , 2 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,203.68,203.68
6771,2014-12-18,Other,LD003,Head on collision,1,292,Main Road,WET,N,18,Y,N, 1 , 1 , 1 , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   ,298.11,298.11
6772,2014-12-18,Other,LD003,Head on collision,2,302,Home Address,NORMAL,Y,8,N,N, 1 , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,18159.37,18159.37
6773,2014-12-18,Other,LD003,Head on collision,0,247,Minor Road,WET,Y,14,Y,N, 1 , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,10195.29,10195.29
6774,2014-12-18,Other,LD003,Head on collision,1,333,Main Road,NORMAL,N,15,Y,N, 1 , 1 , -   , -   , -   , -   , 1 , 1 , -   , -   , -   , -   , -   , -   , 1 , -   , -   , 1 , -   , 2 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,663266.60,50000.00
6775,2014-12-19,Other,LD003,Head on collision,20,167,Minor Road,NORMAL,Y,8,Y,N, 1 , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.00,0.00
6776,2014-12-19,Other,LD003,Head on collision,0,220,Minor Road,NORMAL,Y,8,Y,N, 1 , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   ,0.00,0.00
6777,2014-12-19,Other,LD003,Head on collision,0,289,Minor Road,WET,N,8,Y,Y, 1 , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,4897.23,4897.23
6778,2014-12-19,Other,LD003,Head on collision,0,37,Minor Road,NORMAL,Y,12,Y,N, 1 , 1 , 1 , 1 , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 ,0.00,0.00
6779,2014-12-19,Other,LD003,Head on collision,0,135,Minor Road,WET,N,10,Y,N, 1 , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,650.10,650.10
6780,2014-12-19,Other,LD003,Head on collision,1,120,Main Road,NORMAL,Y,21,Y,N, 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.00,0.00
6781,2014-12-19,Other,LD003,Head on collision,2,250,Minor Road,WET,Y,16,Y,N, 1 , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.00,0.00
6782,2014-12-19,Other,LD003,Head on collision,0,309,Main Road,WET,Y,6,Y,N, 1 , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   ,0.00,0.00
6783,2014-12-19,Other,LD003,Head on collision,0,214,Main Road,WET,Y,6,Other,N, 1 , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   ,0.00,0.00
6784,2014-12-19,Other,LD003,Head on collision,19,298,Minor Road,NORMAL,Y,16,Other,N, 1 , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,280.45,280.45
6785,2014-12-19,Other,LD003,Head on collision,0,346,Minor Road,NORMAL,Y,12,N,N, 1 , 1 , 1 , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.00,0.00
6786,2014-12-19,Other,LD003,Head on collision,0,311,Minor Road,NORMAL,N,14,Y,N, 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   ,23305.95,23305.95
6787,2014-12-20,Other,LD003,Head on collision,0,149,Minor Road,NORMAL,N,12,Y,N, 1 , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.00,0.00
6788,2014-12-20,Other,LD003,Head on collision,4,245,Minor Road,WET,Y,12,Y,N, 1 , 1 , 1 , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.00,0.00
6789,2014-12-20,Other,LD003,Head on collision,1,50,Car Park,NORMAL,Y,11,Y,N, 1 , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,746.32,746.32
6790,2014-12-20,Other,LD003,Head on collision,1,89,Minor Road,NORMAL,Y,13,Other,N, 1 , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.00,0.00
6791,2014-12-21,Other,LD003,Head on collision,1,224,Minor Road,WET,Y,17,Y,N, 1 , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , 1 , 2 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,33398.86,33398.86
6792,2014-12-21,Other,LD003,Head on collision,0,198,Minor Road,NORMAL,Y,11,Y,N, 1 , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   ,0.00,0.00
6793,2014-12-21,Other,LD003,Head on collision,23,232,Other,N/A,n/k,0,Other,N, 1 , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   ,277.30,277.30
6794,2014-12-21,Other,LD003,Head on collision,1,168,Minor Road,NORMAL,N,17,Y,N, 1 , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,5083.82,5083.82
6795,2014-12-21,Other,LD003,Head on collision,1,88,Minor Road,NORMAL,Y,13,Y,N, 1 , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.00,0.00
6796,2014-12-22,Other,LD003,Head on collision,29,349,Not Applicable,N/K,n/k,0,Other,N, 1 , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   ,10890.15,10890.15
6797,2014-12-22,Other,LD003,Head on collision,0,168,Minor Road,NORMAL,Y,11,Y,N, 1 , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,46.75,46.75
6798,2014-12-22,Other,LD003,Head on collision,0,130,Minor Road,NORMAL,Y,7,Y,N, 1 , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   ,0.00,0.00
6799,2014-12-22,Other,LD003,Head on collision,0,198,Main Road,NORMAL,N,12,Y,N, 1 , 1 , 1 , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 2 , 2 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,167.97,167.97
6800,2014-12-22,Other,LD003,Head on collision,1,185,Minor Road,NORMAL,Y,20,Y,N, 1 , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   ,3601.49,3601.49
6801,2014-12-22,Other,LD003,Head on collision,0,247,Minor Road,WET,N,15,Y,N, 1 , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,1778.29,1778.29
6802,2014-12-22,Other,LD003,Head on collision,0,168,Minor Road,NORMAL,Y,16,Other,N, 1 , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.00,0.00
6803,2014-12-22,Other,LD003,Head on collision,0,226,Minor Road,NORMAL,Y,17,Y,N, 1 , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,6257.90,6257.90
6804,2014-12-22,Other,LD003,Head on collision,0,82,Minor Road,NORMAL,Y,10,Y,N, 1 , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   ,8131.25,8131.25
6805,2014-12-22,Other,LD003,Head on collision,0,324,Main Road,NORMAL,N,8,Y,N, 1 , 1 , 1 , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,81.72,81.72
6806,2014-12-22,Other,LD003,Head on collision,0,16,Minor Road,NORMAL,N,6,Y,N, 1 , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,707.45,707.45
6807,2014-12-23,Other,LD003,Head on collision,0,107,Main Road,WET,Y,14,Y,N, 1 , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   ,514.52,514.52
6808,2014-12-23,Other,LD003,Head on collision,0,197,Minor Road,NORMAL,N,7,Y,N, 1 , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   ,2778.37,2778.37
6809,2014-12-23,Other,LD003,Head on collision,23,94,Car Park,NORMAL,n/k,9,Other,N, 1 , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   ,10158.36,10158.36
6810,2014-12-24,Other,LD003,Head on collision,3,49,Main Road,NORMAL,Y,23,Y,N, 1 , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   ,793.22,793.22
